This file contains the list of variable mappings which can be read by variables.py

New lines can be added such that the short names are all unique
That is: long names, units, prettyname, etc. can all be duplicates

Any character is allowed except for commas in any of the data fields.
Lines beginning in # are not parsed (comments).
> Some models output commas in variable names, use a semicolon (;) in modelnames and it
    will be understood as a comma when searching
If you require commas or a shortname beginning with #, please contact the developers
  of PyITM


Leading/trailing spaces in each column are ignored, internal spaces are retained


----
Key:
----
shortname: this is the variable name stored in (post-processed) files. Must be unique!
longname: a descriptive name for plots, etc.
units: The units. Parenthesis are added automatically
prettyname: Optional latex-formatted name for the variable. $'s are added automatically
    Use LaTeX syntax!
    ex: if we want average energy written as <E>, this would be "\langle E \rangle"
modeloutname: not required, but can be included. The name to look for in raw model outputs
    This can be any length, to interface with new models append to each variables' line


Continuing the average energy example, the line for the average energy of the
diffuse electron precipitation would be written as:

AveE_D, Electron Diffuse Average Energy,keV, \langle E \rangle, avgEDiff,Electron_Average_Energy_Diffuse,diffAvEe, ...

shortname, longname,                   unit, prettyname,       modelnames

----


Anything in this file before #START is not parsed


shortname, longname, unit, prettyname, modelname(s), modelname(s), modelname(s), ...
#START
# ============================================================================
# Neutral Densities
# ============================================================================
rho, Mass Density, kg/m3, \rho, Rho
O, Neutral O Density, /m3, [O], [O(3P)], o_density, density_O, density_O_3P
O2, Neutral O2 Density, /m3, [O_2], [O2], o2_density, density_O2
N2, Neutral N2 Density, /m3, [N_2], [N2], n2_density, density_N2
N, Neutral N Density, /m3, [N], [N(4S)], n_density, density_N, density_N_4S
NO, Neutral NO Density, /m3, [NO], [NO], density_NO
He, Neutral He Density, /m3, [He], [He], he_density, density_He
N_2D, Neutral N(2D) Density, /m3, [N(^2D)], [N(2D)], density_N_2D, density_N2D
N_2P, Neutral N(2P) Density, /m3, [N(^2P)], [N(2P)], density_N_2P, density_N2P
H, Neutral H Density, /m3, [H], [H], h_density, density_H
CO2, Neutral CO2 Density, /m3, [CO_2], [CO2], density_CO2
O_1D, Neutral O(1D) Density, /m3, [O(^1D)], [O(1D)], density_O_1D, density_O1D
# ============================================================================
# Ion Densities
# ============================================================================
O+, O+ Density, /m3, [O^+], [O_4SP_+], o_plus_density, density_O+
NO+, NO+ Density, /m3, [NO^+], [NO+], no_plus_density, density_NO+
O2+, O2+ Density, /m3, [O_2^+], [O2+], o2_plus_density, density_O2+
N2+, N2+ Density, /m3, [N_2^+], [N2+], n2_plus_density, density_N2+
N+, N+ Density, /m3, [N^+], [N+], n_plus_density, density_N+
O_2D+, O(2D+) Density, /m3, [O(^2D)^+], [O(2D)+], o_plus_2D_density, density_O+_2D, density_O+2D
O_2P+, O(2P+) Density, /m3, [O(^2P)^+], [O(2P)+], o_plus_2P_density, density_O+_2P, density_O+2P
H+, H+ Density, /m3, [H^+], [H+], h_plus_density, density_H+
He+, He+ Density, /m3, [He^+], [He+], he_plus_density, density_He+
e-, Electron Density, /m3, [e^-], [e-], density_e-
# ============================================================================
# Neutral Temperatures and Velocities
# ============================================================================
Tn, Neutral Temperature, K, T_n, Temperature, temperature_neutral, neutral_temperature, Temperature_neutral
Ve, Neutral Eastward Velocity, m/s, V_e, Vn(east), velocity_east_neutral
Vn, Neutral Northward Velocity, m/s, V_n, Vn(north), velocity_north_neutral
Vv, Neutral Vertical Velocity, m/s, V_v, Vn(up), velocity_up_neutral
Vv_O, Vertical Velocity of O, m/s, V_{v;O}, Vn(up;O(3P)), velocity_up_O
Vv_O2, Vertical Velocity of O2, m/s, V_{v;O_2}, Vn(up;O2), velocity_up_O2
Vv_N2, Vertical Velocity of N2, m/s, V_{v;N_2}, Vn(up;N2), velocity_up_N2
Vv_N, Vertical Velocity of N, m/s, V_{v;N}, Vn(up;N(4S)), velocity_up_N
Vv_NO, Vertical Velocity of NO, m/s, V_{v;NO}, Vn(up;NO), velocity_up_NO
Vv_He, Vertical Velocity of He, m/s, V_{v;He}, Vn(up;He), velocity_up_He
Vv_CO2, Vertical Velocity of CO2, m/s, V_{v;CO_2}, Vn(up;CO2), velocity_up_CO2
Vv_H, Vertical Velocity of H, m/s, V_{v;H}, velocity_up_H
Vv_N2D, Vertical Velocity of N(2D), m/s, V_{v;N(2D)}, velocity_up_N2D
Vv_N2P, Vertical Velocity of N(2P), m/s, V_{v;N(2P)}, velocity_up_N2P
Vv_O1D, Vertical Velocity of O(1D), m/s, V_{v;O(1D)}, velocity_up_O1D
Ve_O, O Eastward Velocity, m/s, V_{e;O}, velocity_east_O
Ve_N, N Eastward Velocity, m/s, V_{e;N}, velocity_east_N
Ve_O2, O2 Eastward Velocity, m/s, V_{e;O_2}, velocity_east_O2
Ve_N2, N2 Eastward Velocity, m/s, V_{e;N_2}, velocity_east_N2
Ve_NO, NO Eastward Velocity, m/s, V_{e;NO}, velocity_east_NO
Ve_He, He Eastward Velocity, m/s, V_{e;He}, velocity_east_He
Ve_H, H Eastward Velocity, m/s, V_{e;H}, velocity_east_H
Ve_CO2, CO2 Eastward Velocity, m/s, V_{e;CO_2}, velocity_east_CO2
Ve_N2D, N(2D) Eastward Velocity, m/s, V_{e;N(2D)}, velocity_east_N2D
Ve_N2P, N(2P) Eastward Velocity, m/s, V_{e;N(2P)}, velocity_east_N2P
Ve_O1D, O(1D) Eastward Velocity, m/s, V_{e;O(1D)}, velocity_east_O1D
Vn_O, O Northward Velocity, m/s, V_{n;O}, velocity_north_O
Vn_N, N Northward Velocity, m/s, V_{n;N}, velocity_north_N
Vn_O2, O2 Northward Velocity, m/s, V_{n;O_2}, velocity_north_O2
Vn_N2, N2 Northward Velocity, m/s, V_{n;N_2}, velocity_north_N2
Vn_NO, NO Northward Velocity, m/s, V_{n;NO}, velocity_north_NO
Vn_He, He Northward Velocity, m/s, V_{n;He}, velocity_north_He
Vn_H, H Northward Velocity, m/s, V_{n;H}, velocity_north_H
Vn_CO2, CO2 Northward Velocity, m/s, V_{n;CO_2}, velocity_north_CO2
Vn_N2D, N(2D) Northward Velocity, m/s, V_{n;N(2D)}, velocity_north_N2D
Vn_N2P, N(2P) Northward Velocity, m/s, V_{n;N(2P)}, velocity_north_N2P
Vn_O1D, O(1D) Northward Velocity, m/s, V_{n;O(1D)}, velocity_north_O1D
# ============================================================================
# Ion/Electron Temperatures and Velocities
# ============================================================================
Te, Electron Temperature, K, T_e, eTemperature, electron_temperature, temperature_electron, Temperature_e-
Ti, Ion Temperature, K, T_i, iTemperature, temperature_ion, ion_temperature, Temperature_ion
Ti_O+, O+ Temperature, K, T_{O^+}, Temperature_O+
Ti_O2+, O2+ Temperature, K, T_{O_2^+}, Temperature_O2+
Ti_N2+, N2+ Temperature, K, T_{N_2^+}, Temperature_N2+
Ti_NO+, NO+ Temperature, K, T_{NO^+}, Temperature_NO+
Ti_N+, N+ Temperature, K, T_{N^+}, Temperature_N+
Ti_He+, He+ Temperature, K, T_{He^+}, Temperature_He+
Ti_O2D+, O(2D)+ Temperature, K, T_{O(2D)^+}, Temperature_O+2D
Ti_O2P+, O(2P)+ Temperature, K, T_{O(2P)^+}, Temperature_O+2P
Vie, Ion Eastward Velocity, m/s, V_{e;i}, Vi(east), velocity_east_ion
Vin, Ion Northward Velocity, m/s, V_{n;i}, Vi(north), velocity_north_ion
Viv, Ion Vertical Velocity, m/s, V_{v;i}, Vi(up), velocity_up_ion
# ============================================================================
# Integrated Quantities
# ============================================================================
TEC, Vertical TEC, TECUnits, TEC, VerticalTEC
pot, Electric Potential, V, \Phi, Potential
