GITM2 log file
## Inputs from UAM.in
# Resart= T
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  F
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2002.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# E-Field Model: weimer05 Auroral Model: FTA
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs HPn_diff HPs_diff HPn_w HPs_w HPn_m HPs_m SubsolarLon SubsolarLat SubsolarVTEC
     291 2002 12 21  0 19  5 851  3.9470    157.71232   1418.24308   1040.56380     -9.64022     62.87184      2.32151    177.7    149.5      6.5     -6.8    520.8     85.1    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05826  -0.40992  52.03642
     292 2002 12 21  0 19  9 797  3.9464    157.71305   1418.49869   1040.61398     -9.65947     62.95659      2.29881    177.7    149.5      6.5     -6.7    521.2     85.1    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05798  -0.40992  51.99758
     293 2002 12 21  0 19 13 743  3.9464    157.71377   1418.74802   1040.66352     -9.67904     63.02490      2.27557    177.7    149.5      6.5     -6.7    521.5     85.1    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05769  -0.40992  52.00420
     294 2002 12 21  0 19 17 690  3.9464    157.71450   1418.99111   1040.71246     -9.69868     63.07654      2.25187    177.7    149.5      6.5     -6.7    521.9     85.1    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05740  -0.40992  51.98522
     295 2002 12 21  0 19 21 636  3.9463    157.71524   1419.22798   1040.76083     -9.71810     63.11135      2.22760    177.7    149.5      6.4     -6.7    522.2     85.0    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05712  -0.40992  52.00029
     296 2002 12 21  0 19 25 582  3.9463    157.71598   1419.45864   1040.80868     -9.73705     63.12916      2.20290    177.7    149.5      6.4     -6.6    522.6     85.0    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05683  -0.40992  51.96152
     297 2002 12 21  0 19 29 529  3.9463    157.71673   1419.68314   1040.85604     -9.75528     63.12982      2.17764    177.7    149.5      6.4     -6.6    522.9     85.0    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05654  -0.40992  51.96810
     298 2002 12 21  0 19 33 475  3.9462    157.71747   1419.90153   1040.90294     -9.77255     63.11319      2.15207    177.7    149.5      6.4     -6.6    523.2     85.0    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05626  -0.40992  51.94922
     299 2002 12 21  0 19 37 421  3.9462    157.71821   1420.11386   1040.94942     -9.78867     63.07913      2.12618    177.7    149.5      6.4     -6.5    523.6     85.0    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05597  -0.40992  51.96404
     300 2002 12 21  0 19 41 367  3.9462    157.71896   1420.32019   1040.99552     -9.80342     63.02752      2.09993    177.7    149.5      6.4     -6.5    523.9     85.0    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05568  -0.40992  51.92434
     301 2002 12 21  0 19 45 313  3.9461    157.71973   1420.52057   1041.04127     -9.81662     62.95825      2.07331    177.7    149.5      6.4     -6.5    524.3     84.9    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05539  -0.40992  51.93889
     302 2002 12 21  0 19 49 260  3.9461    157.72054   1420.71512   1041.08671     -9.82810     62.87122      2.04648    177.7    149.5      6.3     -6.5    524.6     84.9    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05511  -0.40992  51.92033
     303 2002 12 21  0 19 53 206  3.9461    157.72136   1420.90394   1041.13187     -9.83770     62.76634      2.01944    177.7    149.5      6.3     -6.4    525.0     84.9    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05482  -0.40992  51.93067
     304 2002 12 21  0 19 57 152  3.9460    157.72220   1421.08714   1041.17679     -9.84532     62.64355      1.99220    177.7    149.5      6.3     -6.4    525.3     84.9    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05453  -0.40992  51.89144
     305 2002 12 21  0 20  0   0  2.8478    157.72442   1421.32316   1041.20345     -9.78080     62.32556      1.79125    177.7    149.5      6.3     -6.4    525.6     84.9    175.1    175.1 175.11261 175.11261   0.00000   0.00000   0.00000   0.00000   3.05433  -0.40992  51.90004
